,contaminacion_alta_NO2,contaminacion_alta_SO2,ozono_anomalo,suelo_urbano,vegetacion_densa
contaminacion_alta_NO2,0.0,0.9757744194492564,0.7507932045179679,2.1251977886202424,1.295360903161518
contaminacion_alta_SO2,0.9757744194492564,0.0,1.1268338564763831,2.93096594824685,0.8593508615404046
ozono_anomalo,0.7507932045179679,1.1268338564763831,0.0,2.4129111175146867,1.3113604434690527
suelo_urbano,2.1251977886202424,2.93096594824685,2.4129111175146867,0.0,3.3354643575350447
vegetacion_densa,1.295360903161518,0.8593508615404046,1.3113604434690527,3.3354643575350447,0.0
