clase,dist_so2_v2,dist_so2_v3,delta
contaminacion_alta_NO2,0.9757744194492564,0.6168630619391482,-0.35891135751010816
ozono_anomalo,1.1268338564763831,0.8008970172642538,-0.32593683921212935
vegetacion_densa,0.8593508615404046,1.0935234582408284,0.23417259670042379
suelo_urbano,2.93096594824685,2.507048643737994,-0.4239173045088558
