,contaminacion_alta_NO2,contaminacion_alta_SO2,ozono_anomalo,suelo_urbano,vegetacion_densa
contaminacion_alta_NO2,0.0,0.6168630619391483,0.7469138453282903,2.135546051209757,1.3020502092064201
contaminacion_alta_SO2,0.6168630619391482,0.0,0.8008970172642538,2.507048643737994,1.0935234582408284
ozono_anomalo,0.7469138453282903,0.8008970172642538,0.0,2.424264383543182,1.3137301665796248
suelo_urbano,2.1355460512097566,2.507048643737994,2.424264383543182,0.0,3.3525223319841695
vegetacion_densa,1.3020502092064201,1.0935234582408284,1.3137301665796248,3.3525223319841695,0.0
