time_idx,time_s2,scl_pct
195,20210829T153619_20210829T153743_T18NUJ,0.14787534
196,20210829T153619_20210829T153743_T18NUK,0.03944679
197,20210831T152641_20210831T152640_T18NUJ,0.05379331
198,20210831T152641_20210831T152640_T18NUK,8.033393e-06
199,20210903T153621_20210903T154145_T18NUJ,0.6264386
200,20210903T153621_20210903T154145_T18NUK,0.1776072
201,20210905T152639_20210905T152635_T18NUJ,0.06151979
202,20210905T152639_20210905T152635_T18NUK,0.0063018017
203,20210908T153619_20210908T154118_T18NUJ,0.001472679
204,20210908T153619_20210908T154118_T18NUK,0.0025592283
205,20210910T152641_20210910T152639_T18NUJ,0.017941399
206,20210910T152641_20210910T152639_T18NUK,0.0
207,20210913T153621_20210913T153620_T18NUJ,0.65053993
208,20210913T153621_20210913T153620_T18NUK,0.25357398
209,20210915T152639_20210915T153026_T18NUJ,0.09371335
210,20210915T152639_20210915T153026_T18NUK,0.015465138
211,20210918T153619_20210918T153702_T18NUJ,0.21541616
212,20210918T153619_20210918T153702_T18NUK,0.20780993
213,20210920T152641_20210920T152805_T18NUJ,0.11520176
214,20210920T152641_20210920T152805_T18NUK,0.018719519
