clase,ndvi,ndbi,scl_pct,era5_T2m,era5_Td2m,era5_u10,era5_v10,era5_BLH,era5_RH850,era5_psurf,era5_precip,modis_AOD_047,modis_AOD_055,modis_WV
contaminacion_alta_NO2,-0.0310195041785641,-0.0056632119132296556,-0.11542579567118176,-0.07897377326059682,0.04276695530936473,-0.0067229897805400705,0.0058026332355099915,0.08868995740572724,0.03363000576949444,-0.04435420738828205,0.010052909958790848,0.02164284948128895,0.020778696836627645,0.16904312647955944
contaminacion_alta_SO2,0.49936421816153725,-0.4343321969119799,0.1280167155507455,0.15348930048652895,0.08451795827520611,-0.11592872915634678,0.08128994044535134,0.0024602891496130967,-0.24125328818108913,0.1680654093024108,-0.08703237097434931,-0.30723306238455556,-0.30649952175137646,0.20887517028817573
ozono_anomalo,0.11554160831150623,-0.15329099259137208,-0.18775696489236757,0.14115254507990857,-0.07005733579920573,0.06583047371591673,-0.33265215033554835,-0.09801592749699017,0.14643796797024147,-0.064364699880379,0.2064650340691494,-0.046318343562943974,-0.046348250620962594,-0.31931774150018893
suelo_urbano,-1.4509444761268206,1.4313417409450504,0.12399739582103504,-0.12617714867640847,-0.19789247142630143,-0.020595879198257054,0.17448746850730093,0.1459983035910221,0.13977388284640815,-0.24508057537532196,-0.08659053052079094,0.26996780132044346,0.2703684800379629,-0.1488211943098179
vegetacion_densa,0.8670581538323425,-0.8380553395284689,0.051168649191769534,-0.08949092362939179,0.14066489364090617,0.07741712441922721,0.0710721081473861,-0.13913262264937196,-0.0785885684050576,0.18573407334157666,-0.04289504253280003,0.06194075514576664,0.06170059549774835,0.09022063904227191
