tile_id,clase,fecha_tile,anio,contaminante,ventana_dias,estacion_cercana,municipio_estacion,distancia_km,valor_dagma,dias_con_dato,horas_con_dato
0,contaminacion_alta_NO2,2023-08-29,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,20.927033267305863,,0,0
0,contaminacion_alta_NO2,2023-08-29,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,20.927033267305863,,0,0
0,contaminacion_alta_NO2,2023-08-29,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,20.927033267305863,,0,0
1,contaminacion_alta_NO2,2024-02-20,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,2.548689777502557,,0,0
1,contaminacion_alta_NO2,2024-02-20,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,2.548689777502557,,0,0
1,contaminacion_alta_NO2,2024-02-20,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,2.548689777502557,,0,0
2,contaminacion_alta_NO2,2021-09-03,2021,NO2,0,ESTACIÓN YUMBO,Yumbo,24.44234257336019,,0,0
2,contaminacion_alta_NO2,2021-09-03,2021,NO2,1,ESTACIÓN YUMBO,Yumbo,24.44234257336019,5.78,1,12
2,contaminacion_alta_NO2,2021-09-03,2021,NO2,3,ESTACIÓN YUMBO,Yumbo,24.44234257336019,6.982500000000001,3,60
3,contaminacion_alta_NO2,2024-08-28,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,24.6192786518572,,0,0
3,contaminacion_alta_NO2,2024-08-28,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,24.6192786518572,,0,0
3,contaminacion_alta_NO2,2024-08-28,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,24.6192786518572,,0,0
4,contaminacion_alta_NO2,2023-08-29,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,10.269830254231683,,0,0
4,contaminacion_alta_NO2,2023-08-29,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,10.269830254231683,,0,0
4,contaminacion_alta_NO2,2023-08-29,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,10.269830254231683,,0,0
5,contaminacion_alta_NO2,2024-09-12,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,17.250298631419316,,0,0
5,contaminacion_alta_NO2,2024-09-12,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,17.250298631419316,,0,0
5,contaminacion_alta_NO2,2024-09-12,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,17.250298631419316,,0,0
6,contaminacion_alta_NO2,2024-11-06,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,18.170815645330528,,0,0
6,contaminacion_alta_NO2,2024-11-06,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,18.170815645330528,,0,0
6,contaminacion_alta_NO2,2024-11-06,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,18.170815645330528,,0,0
7,contaminacion_alta_NO2,2024-10-17,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,18.51258690169452,,0,0
7,contaminacion_alta_NO2,2024-10-17,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,18.51258690169452,,0,0
7,contaminacion_alta_NO2,2024-10-17,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,18.51258690169452,,0,0
8,contaminacion_alta_NO2,2023-01-26,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,23.52002238667832,,0,0
8,contaminacion_alta_NO2,2023-01-26,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,23.52002238667832,,0,0
8,contaminacion_alta_NO2,2023-01-26,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,23.52002238667832,,0,0
9,contaminacion_alta_NO2,2021-10-13,2021,NO2,0,ESTACIÓN YUMBO,Yumbo,17.990042874824816,,0,0
9,contaminacion_alta_NO2,2021-10-13,2021,NO2,1,ESTACIÓN YUMBO,Yumbo,17.990042874824816,,0,0
9,contaminacion_alta_NO2,2021-10-13,2021,NO2,3,ESTACIÓN YUMBO,Yumbo,17.990042874824816,,0,0
10,contaminacion_alta_NO2,2024-10-17,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,20.871843554231038,,0,0
10,contaminacion_alta_NO2,2024-10-17,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,20.871843554231038,,0,0
10,contaminacion_alta_NO2,2024-10-17,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,20.871843554231038,,0,0
11,contaminacion_alta_NO2,2022-08-24,2022,NO2,0,ESTACIÓN YUMBO,Yumbo,13.785477816598945,,0,0
11,contaminacion_alta_NO2,2022-08-24,2022,NO2,1,ESTACIÓN YUMBO,Yumbo,13.785477816598945,,0,0
11,contaminacion_alta_NO2,2022-08-24,2022,NO2,3,ESTACIÓN YUMBO,Yumbo,13.785477816598945,,0,0
12,contaminacion_alta_NO2,2022-10-03,2022,NO2,0,ESTACIÓN YUMBO,Yumbo,17.861878100395042,,0,0
12,contaminacion_alta_NO2,2022-10-03,2022,NO2,1,ESTACIÓN YUMBO,Yumbo,17.861878100395042,,0,0
12,contaminacion_alta_NO2,2022-10-03,2022,NO2,3,ESTACIÓN YUMBO,Yumbo,17.861878100395042,,0,0
13,contaminacion_alta_NO2,2023-08-29,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,23.36927589772072,,0,0
13,contaminacion_alta_NO2,2023-08-29,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,23.36927589772072,,0,0
13,contaminacion_alta_NO2,2023-08-29,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,23.36927589772072,,0,0
14,contaminacion_alta_NO2,2024-10-02,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,2.0844893587810596,,0,0
14,contaminacion_alta_NO2,2024-10-02,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,2.0844893587810596,,0,0
14,contaminacion_alta_NO2,2024-10-02,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,2.0844893587810596,,0,0
15,contaminacion_alta_NO2,2024-03-16,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,10.504927652643463,,0,0
15,contaminacion_alta_NO2,2024-03-16,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,10.504927652643463,,0,0
15,contaminacion_alta_NO2,2024-03-16,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,10.504927652643463,,0,0
16,contaminacion_alta_NO2,2023-11-27,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,17.306673139434768,,0,0
16,contaminacion_alta_NO2,2023-11-27,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,17.306673139434768,,0,0
16,contaminacion_alta_NO2,2023-11-27,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,17.306673139434768,,0,0
17,contaminacion_alta_NO2,2023-06-20,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,2.028184089854361,,0,0
17,contaminacion_alta_NO2,2023-06-20,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,2.028184089854361,,0,0
17,contaminacion_alta_NO2,2023-06-20,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,2.028184089854361,,0,0
18,contaminacion_alta_NO2,2023-07-20,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,6.97089251332579,14.880952380952381,1,21
18,contaminacion_alta_NO2,2023-07-20,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,6.97089251332579,15.681690009337068,3,58
18,contaminacion_alta_NO2,2023-07-20,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,6.97089251332579,15.864490523482118,7,140
19,contaminacion_alta_NO2,2022-10-03,2022,NO2,0,ESTACIÓN YUMBO,Yumbo,12.934069304543982,,0,0
19,contaminacion_alta_NO2,2022-10-03,2022,NO2,1,ESTACIÓN YUMBO,Yumbo,12.934069304543982,,0,0
19,contaminacion_alta_NO2,2022-10-03,2022,NO2,3,ESTACIÓN YUMBO,Yumbo,12.934069304543982,,0,0
20,contaminacion_alta_NO2,2021-11-27,2021,NO2,0,ESTACIÓN YUMBO,Yumbo,3.070627147929358,,0,0
20,contaminacion_alta_NO2,2021-11-27,2021,NO2,1,ESTACIÓN YUMBO,Yumbo,3.070627147929358,,0,0
20,contaminacion_alta_NO2,2021-11-27,2021,NO2,3,ESTACIÓN YUMBO,Yumbo,3.070627147929358,,0,0
21,contaminacion_alta_NO2,2024-10-17,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,7.391059216565333,,0,0
21,contaminacion_alta_NO2,2024-10-17,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,7.391059216565333,,0,0
21,contaminacion_alta_NO2,2024-10-17,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,7.391059216565333,,0,0
22,contaminacion_alta_NO2,2022-09-23,2022,NO2,0,ESTACIÓN YUMBO,Yumbo,17.170555076094946,,0,0
22,contaminacion_alta_NO2,2022-09-23,2022,NO2,1,ESTACIÓN YUMBO,Yumbo,17.170555076094946,,0,0
22,contaminacion_alta_NO2,2022-09-23,2022,NO2,3,ESTACIÓN YUMBO,Yumbo,17.170555076094946,,0,0
23,contaminacion_alta_NO2,2023-08-29,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,15.04867795421601,,0,0
23,contaminacion_alta_NO2,2023-08-29,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,15.04867795421601,,0,0
23,contaminacion_alta_NO2,2023-08-29,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,15.04867795421601,,0,0
24,contaminacion_alta_NO2,2024-10-02,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,22.88716385440661,,0,0
24,contaminacion_alta_NO2,2024-10-02,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,22.88716385440661,,0,0
24,contaminacion_alta_NO2,2024-10-02,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,22.88716385440661,,0,0
25,contaminacion_alta_NO2,2024-08-18,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,13.569108816207937,,0,0
25,contaminacion_alta_NO2,2024-08-18,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,13.569108816207937,,0,0
25,contaminacion_alta_NO2,2024-08-18,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,13.569108816207937,,0,0
26,contaminacion_alta_NO2,2023-08-29,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,7.369590631259577,,0,0
26,contaminacion_alta_NO2,2023-08-29,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,7.369590631259577,,0,0
26,contaminacion_alta_NO2,2023-08-29,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,7.369590631259577,,0,0
27,contaminacion_alta_NO2,2024-08-18,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,25.51501033402798,,0,0
27,contaminacion_alta_NO2,2024-08-18,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,25.51501033402798,,0,0
27,contaminacion_alta_NO2,2024-08-18,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,25.51501033402798,,0,0
28,contaminacion_alta_NO2,2024-02-15,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,10.303158904212673,,0,0
28,contaminacion_alta_NO2,2024-02-15,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,10.303158904212673,,0,0
28,contaminacion_alta_NO2,2024-02-15,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,10.303158904212673,,0,0
29,contaminacion_alta_NO2,2023-08-29,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,3.411230521792551,,0,0
29,contaminacion_alta_NO2,2023-08-29,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,3.411230521792551,,0,0
29,contaminacion_alta_NO2,2023-08-29,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,3.411230521792551,,0,0
30,contaminacion_alta_NO2,2024-11-06,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,8.585491750754718,,0,0
30,contaminacion_alta_NO2,2024-11-06,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,8.585491750754718,,0,0
30,contaminacion_alta_NO2,2024-11-06,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,8.585491750754718,,0,0
31,contaminacion_alta_NO2,2022-08-24,2022,NO2,0,ESTACIÓN YUMBO,Yumbo,11.626461134945478,,0,0
31,contaminacion_alta_NO2,2022-08-24,2022,NO2,1,ESTACIÓN YUMBO,Yumbo,11.626461134945478,,0,0
31,contaminacion_alta_NO2,2022-08-24,2022,NO2,3,ESTACIÓN YUMBO,Yumbo,11.626461134945478,,0,0
32,contaminacion_alta_NO2,2023-07-20,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,11.503177523155813,14.880952380952381,1,21
32,contaminacion_alta_NO2,2023-07-20,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,11.503177523155813,15.681690009337068,3,58
32,contaminacion_alta_NO2,2023-07-20,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,11.503177523155813,15.864490523482118,7,140
33,contaminacion_alta_NO2,2025-07-04,2025,NO2,0,ESTACIÓN YUMBO,Yumbo,10.521484383236333,,0,0
33,contaminacion_alta_NO2,2025-07-04,2025,NO2,1,ESTACIÓN YUMBO,Yumbo,10.521484383236333,,0,0
33,contaminacion_alta_NO2,2025-07-04,2025,NO2,3,ESTACIÓN YUMBO,Yumbo,10.521484383236333,,0,0
34,contaminacion_alta_NO2,2023-06-20,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,4.099453428909742,,0,0
34,contaminacion_alta_NO2,2023-06-20,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,4.099453428909742,,0,0
34,contaminacion_alta_NO2,2023-06-20,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,4.099453428909742,,0,0
35,contaminacion_alta_NO2,2022-01-16,2022,NO2,0,ESTACIÓN YUMBO,Yumbo,15.915703740133578,,0,0
35,contaminacion_alta_NO2,2022-01-16,2022,NO2,1,ESTACIÓN YUMBO,Yumbo,15.915703740133578,,0,0
35,contaminacion_alta_NO2,2022-01-16,2022,NO2,3,ESTACIÓN YUMBO,Yumbo,15.915703740133578,,0,0
36,contaminacion_alta_NO2,2024-03-16,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,18.274423448868284,,0,0
36,contaminacion_alta_NO2,2024-03-16,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,18.274423448868284,,0,0
36,contaminacion_alta_NO2,2024-03-16,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,18.274423448868284,,0,0
37,contaminacion_alta_NO2,2023-09-13,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,4.211195223359182,,0,0
37,contaminacion_alta_NO2,2023-09-13,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,4.211195223359182,,0,0
37,contaminacion_alta_NO2,2023-09-13,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,4.211195223359182,,0,0
38,contaminacion_alta_NO2,2024-10-12,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,2.5491533005886597,,0,0
38,contaminacion_alta_NO2,2024-10-12,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,2.5491533005886597,,0,0
38,contaminacion_alta_NO2,2024-10-12,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,2.5491533005886597,,0,0
39,contaminacion_alta_NO2,2024-12-01,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,11.623948042750634,,0,0
39,contaminacion_alta_NO2,2024-12-01,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,11.623948042750634,,0,0
39,contaminacion_alta_NO2,2024-12-01,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,11.623948042750634,,0,0
40,contaminacion_alta_NO2,2024-01-31,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,15.596347917716221,,0,0
40,contaminacion_alta_NO2,2024-01-31,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,15.596347917716221,,0,0
40,contaminacion_alta_NO2,2024-01-31,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,15.596347917716221,,0,0
41,contaminacion_alta_NO2,2023-02-05,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,9.457900384236265,,0,0
41,contaminacion_alta_NO2,2023-02-05,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,9.457900384236265,,0,0
41,contaminacion_alta_NO2,2023-02-05,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,9.457900384236265,,0,0
42,contaminacion_alta_NO2,2024-10-17,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,29.448629261421658,,0,0
42,contaminacion_alta_NO2,2024-10-17,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,29.448629261421658,,0,0
42,contaminacion_alta_NO2,2024-10-17,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,29.448629261421658,,0,0
43,contaminacion_alta_NO2,2025-12-31,2025,NO2,0,ESTACIÓN YUMBO,Yumbo,10.417861022542029,,0,0
43,contaminacion_alta_NO2,2025-12-31,2025,NO2,1,ESTACIÓN YUMBO,Yumbo,10.417861022542029,,0,0
43,contaminacion_alta_NO2,2025-12-31,2025,NO2,3,ESTACIÓN YUMBO,Yumbo,10.417861022542029,,0,0
44,contaminacion_alta_NO2,2023-07-20,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,4.028797246054021,14.880952380952381,1,21
44,contaminacion_alta_NO2,2023-07-20,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,4.028797246054021,15.681690009337068,3,58
44,contaminacion_alta_NO2,2023-07-20,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,4.028797246054021,15.864490523482118,7,140
45,contaminacion_alta_NO2,2023-08-29,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,19.609935636415432,,0,0
45,contaminacion_alta_NO2,2023-08-29,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,19.609935636415432,,0,0
45,contaminacion_alta_NO2,2023-08-29,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,19.609935636415432,,0,0
46,contaminacion_alta_NO2,2024-07-29,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,19.19443664834836,,0,0
46,contaminacion_alta_NO2,2024-07-29,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,19.19443664834836,,0,0
46,contaminacion_alta_NO2,2024-07-29,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,19.19443664834836,,0,0
47,contaminacion_alta_NO2,2021-09-13,2021,NO2,0,ESTACIÓN YUMBO,Yumbo,5.022526173104325,,0,0
47,contaminacion_alta_NO2,2021-09-13,2021,NO2,1,ESTACIÓN YUMBO,Yumbo,5.022526173104325,,0,0
47,contaminacion_alta_NO2,2021-09-13,2021,NO2,3,ESTACIÓN YUMBO,Yumbo,5.022526173104325,,0,0
48,contaminacion_alta_NO2,2022-01-16,2022,NO2,0,ESTACIÓN YUMBO,Yumbo,7.46863181995944,,0,0
48,contaminacion_alta_NO2,2022-01-16,2022,NO2,1,ESTACIÓN YUMBO,Yumbo,7.46863181995944,,0,0
48,contaminacion_alta_NO2,2022-01-16,2022,NO2,3,ESTACIÓN YUMBO,Yumbo,7.46863181995944,,0,0
49,contaminacion_alta_NO2,2024-08-28,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,17.434537065266916,,0,0
49,contaminacion_alta_NO2,2024-08-28,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,17.434537065266916,,0,0
49,contaminacion_alta_NO2,2024-08-28,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,17.434537065266916,,0,0
50,contaminacion_alta_NO2,2021-07-05,2021,NO2,0,ESTACIÓN YUMBO,Yumbo,2.152560673083402,,0,0
50,contaminacion_alta_NO2,2021-07-05,2021,NO2,1,ESTACIÓN YUMBO,Yumbo,2.152560673083402,,0,0
50,contaminacion_alta_NO2,2021-07-05,2021,NO2,3,ESTACIÓN YUMBO,Yumbo,2.152560673083402,,0,0
51,contaminacion_alta_NO2,2024-10-17,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,5.310438918232969,,0,0
51,contaminacion_alta_NO2,2024-10-17,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,5.310438918232969,,0,0
51,contaminacion_alta_NO2,2024-10-17,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,5.310438918232969,,0,0
52,contaminacion_alta_NO2,2021-09-03,2021,NO2,0,ESTACIÓN YUMBO,Yumbo,3.483364980866105,,0,0
52,contaminacion_alta_NO2,2021-09-03,2021,NO2,1,ESTACIÓN YUMBO,Yumbo,3.483364980866105,5.78,1,12
52,contaminacion_alta_NO2,2021-09-03,2021,NO2,3,ESTACIÓN YUMBO,Yumbo,3.483364980866105,6.982500000000001,3,60
53,contaminacion_alta_NO2,2024-10-17,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,8.307893006540827,,0,0
53,contaminacion_alta_NO2,2024-10-17,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,8.307893006540827,,0,0
53,contaminacion_alta_NO2,2024-10-17,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,8.307893006540827,,0,0
54,contaminacion_alta_NO2,2024-10-02,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,7.39733903730729,,0,0
54,contaminacion_alta_NO2,2024-10-02,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,7.39733903730729,,0,0
54,contaminacion_alta_NO2,2024-10-02,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,7.39733903730729,,0,0
55,contaminacion_alta_NO2,2024-09-17,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,7.663650529562592,,0,0
55,contaminacion_alta_NO2,2024-09-17,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,7.663650529562592,,0,0
55,contaminacion_alta_NO2,2024-09-17,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,7.663650529562592,,0,0
56,contaminacion_alta_NO2,2023-07-20,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,4.171380479394643,14.880952380952381,1,21
56,contaminacion_alta_NO2,2023-07-20,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,4.171380479394643,15.681690009337068,3,58
56,contaminacion_alta_NO2,2023-07-20,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,4.171380479394643,15.864490523482118,7,140
57,contaminacion_alta_NO2,2021-09-13,2021,NO2,0,ESTACIÓN YUMBO,Yumbo,1.0706554709756637,,0,0
57,contaminacion_alta_NO2,2021-09-13,2021,NO2,1,ESTACIÓN YUMBO,Yumbo,1.0706554709756637,,0,0
57,contaminacion_alta_NO2,2021-09-13,2021,NO2,3,ESTACIÓN YUMBO,Yumbo,1.0706554709756637,,0,0
58,contaminacion_alta_NO2,2023-09-13,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,7.372771525650223,,0,0
58,contaminacion_alta_NO2,2023-09-13,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,7.372771525650223,,0,0
58,contaminacion_alta_NO2,2023-09-13,2023,NO2,3,ESTACIÓN YUMBO,Yumbo,7.372771525650223,,0,0
59,contaminacion_alta_NO2,2025-11-21,2025,NO2,0,ESTACIÓN YUMBO,Yumbo,7.704033537940115,,0,0
59,contaminacion_alta_NO2,2025-11-21,2025,NO2,1,ESTACIÓN YUMBO,Yumbo,7.704033537940115,,0,0
59,contaminacion_alta_NO2,2025-11-21,2025,NO2,3,ESTACIÓN YUMBO,Yumbo,7.704033537940115,,0,0
60,contaminacion_alta_NO2,2024-12-01,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,19.08341829463322,,0,0
60,contaminacion_alta_NO2,2024-12-01,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,19.08341829463322,,0,0
60,contaminacion_alta_NO2,2024-12-01,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,19.08341829463322,,0,0
61,contaminacion_alta_NO2,2024-10-12,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,9.075561994488037,,0,0
61,contaminacion_alta_NO2,2024-10-12,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,9.075561994488037,,0,0
61,contaminacion_alta_NO2,2024-10-12,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,9.075561994488037,,0,0
62,contaminacion_alta_NO2,2024-10-02,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,10.465655070542669,,0,0
62,contaminacion_alta_NO2,2024-10-02,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,10.465655070542669,,0,0
62,contaminacion_alta_NO2,2024-10-02,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,10.465655070542669,,0,0
63,contaminacion_alta_NO2,2021-11-02,2021,NO2,0,ESTACIÓN YUMBO,Yumbo,8.655034520117502,,0,0
63,contaminacion_alta_NO2,2021-11-02,2021,NO2,1,ESTACIÓN YUMBO,Yumbo,8.655034520117502,,0,0
63,contaminacion_alta_NO2,2021-11-02,2021,NO2,3,ESTACIÓN YUMBO,Yumbo,8.655034520117502,,0,0
64,contaminacion_alta_NO2,2024-08-18,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,8.33497910475541,,0,0
64,contaminacion_alta_NO2,2024-08-18,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,8.33497910475541,,0,0
64,contaminacion_alta_NO2,2024-08-18,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,8.33497910475541,,0,0
65,contaminacion_alta_NO2,2022-09-23,2022,NO2,0,ESTACIÓN YUMBO,Yumbo,6.134037021449234,,0,0
65,contaminacion_alta_NO2,2022-09-23,2022,NO2,1,ESTACIÓN YUMBO,Yumbo,6.134037021449234,,0,0
65,contaminacion_alta_NO2,2022-09-23,2022,NO2,3,ESTACIÓN YUMBO,Yumbo,6.134037021449234,,0,0
66,contaminacion_alta_NO2,2025-07-04,2025,NO2,0,ESTACIÓN YUMBO,Yumbo,10.629711800264186,,0,0
66,contaminacion_alta_NO2,2025-07-04,2025,NO2,1,ESTACIÓN YUMBO,Yumbo,10.629711800264186,,0,0
66,contaminacion_alta_NO2,2025-07-04,2025,NO2,3,ESTACIÓN YUMBO,Yumbo,10.629711800264186,,0,0
67,contaminacion_alta_NO2,2024-10-17,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,19.47954929151633,,0,0
67,contaminacion_alta_NO2,2024-10-17,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,19.47954929151633,,0,0
67,contaminacion_alta_NO2,2024-10-17,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,19.47954929151633,,0,0
68,contaminacion_alta_NO2,2024-10-02,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,14.413713671919234,,0,0
68,contaminacion_alta_NO2,2024-10-02,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,14.413713671919234,,0,0
68,contaminacion_alta_NO2,2024-10-02,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,14.413713671919234,,0,0
69,contaminacion_alta_NO2,2024-02-15,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,4.014970136030817,,0,0
69,contaminacion_alta_NO2,2024-02-15,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,4.014970136030817,,0,0
69,contaminacion_alta_NO2,2024-02-15,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,4.014970136030817,,0,0
70,contaminacion_alta_NO2,2024-08-28,2024,NO2,0,ESTACIÓN YUMBO,Yumbo,18.349861475337825,,0,0
70,contaminacion_alta_NO2,2024-08-28,2024,NO2,1,ESTACIÓN YUMBO,Yumbo,18.349861475337825,,0,0
70,contaminacion_alta_NO2,2024-08-28,2024,NO2,3,ESTACIÓN YUMBO,Yumbo,18.349861475337825,,0,0
71,contaminacion_alta_NO2,2023-08-29,2023,NO2,0,ESTACIÓN YUMBO,Yumbo,15.802013358745086,,0,0
71,contaminacion_alta_NO2,2023-08-29,2023,NO2,1,ESTACIÓN YUMBO,Yumbo,15.802013358745086,,0,0
